"mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","speed_lim","ticket_amount"
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
10.4,8,472,238,2.93,17.98,0,0,3,4,4616,"car_type_15",70,925
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
22.8,4,140.8,113,3.92,22.9,1,0,4,2,2910,"car_type_9",70,0
17.8,6,167.6,148,3.92,18.9,1,0,4,4,3065,"car_type_11",70,1005
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,982
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",70,900
19.2,8,400,214,3.08,17.05,0,0,3,2,3396,"car_type_25",70,1050
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,943
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,1095
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,930
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,1042
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,913
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
22.8,4,108,114,3.85,18.61,1,1,4,1,2151,"car_type_3",70,1048
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",70,0
33.9,4,71.1,83,4.22,19.9,1,1,4,1,1568,"car_type_20",70,1167
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,831
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
21.5,4,120.1,115,3.7,20.01,1,0,3,1,1944,"car_type_21",70,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,1051
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
14.3,8,360,306,3.21,15.84,0,0,3,4,3400,"car_type_7",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
19.7,6,145,215,3.62,15.5,0,1,5,6,2476,"car_type_30",70,0
17.8,6,167.6,150,3.92,18.9,1,0,4,4,2808,"car_type_11",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,1008
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
21.4,4,121,136,4.11,18.6,1,1,4,2,2548,"car_type_32",70,0
22.8,4,140.8,118,3.92,22.9,1,0,4,2,2859,"car_type_9",70,1078
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
21,6,160,127,3.9,16.46,0,1,4,4,2199,"car_type_1",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",70,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,1033
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,963
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
10.4,8,472,253,2.93,17.98,0,0,3,4,4855,"car_type_15",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,919
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",70,0
17.3,8,275.8,209,3.07,17.6,0,0,3,3,3336,"car_type_13",70,920
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
26,4,120.3,105,4.43,16.7,0,1,5,2,1957,"car_type_27",70,914
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,933
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,1106
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,1012
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
14.7,8,440,259,3.23,17.42,0,0,3,4,4774,"car_type_17",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,1041
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
32.4,4,78.7,74,4.08,19.47,1,1,4,1,2075,"car_type_18",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
19.2,8,400,207,3.08,17.05,0,0,3,2,3412,"car_type_25",70,969
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,960
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,1064
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
30.4,4,75.7,62,4.93,18.52,1,1,4,2,1530,"car_type_19",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,919
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,1072
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
30.4,4,75.7,60,4.93,18.52,1,1,4,2,1458,"car_type_19",70,889
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
15.8,8,351,308,4.22,14.5,0,1,5,4,3221,"car_type_29",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
22.8,4,140.8,112,3.92,22.9,1,0,4,2,2705,"car_type_9",70,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
21,6,160,140,3.9,16.46,0,1,4,4,2345,"car_type_1",70,1138
13.3,8,350,312,3.73,15.41,0,0,3,4,3245,"car_type_24",70,1144
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,925
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
17.8,6,167.6,152,3.92,18.9,1,0,4,4,3234,"car_type_11",70,1076
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,1065
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,950
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",70,0
32.4,4,78.7,77,4.08,19.47,1,1,4,1,1988,"car_type_18",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",70,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",70,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",70,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
24.4,4,146.7,75,3.69,20,1,0,4,2,3248,"car_type_8",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
15.5,8,318,167,2.76,16.87,0,0,3,2,3425,"car_type_22",70,822
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
26,4,120.3,104,4.43,16.7,0,1,5,2,1868,"car_type_27",70,879
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
30.4,4,75.7,62,4.93,18.52,1,1,4,2,1364,"car_type_19",70,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",70,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,963
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,0
22.8,4,140.8,118,3.92,22.9,1,0,4,2,2825,"car_type_9",70,1085
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",70,809
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,1039
18.1,6,225,119,2.76,20.22,1,0,3,1,3154,"car_type_6",70,872
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",70,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",70,860
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",70,0
13.3,8,350,311,3.73,15.41,0,0,3,4,3550,"car_type_24",70,1141
18.7,8,360,211,3.15,17.02,0,0,3,2,2751,"car_type_5",70,1012
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",70,1067
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
32.4,4,78.7,82,4.08,19.47,1,1,4,1,1872,"car_type_18",70,1092
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",70,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",70,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",70,1044
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",70,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",70,0
22.8,4,108,110,3.85,18.61,1,1,4,1,2134,"car_type_3",70,969
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",70,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
22.8,4,140.8,105,3.92,22.9,1,0,4,2,2939,"car_type_9",70,806
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",70,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",70,1189
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",70,1095
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",70,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",70,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",70,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",70,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",70,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",70,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",70,1110
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",70,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",70,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",70,0
